CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01220362,Embassy,India,Master,Duksung Women'S University,Kyungpook National University,Artificial intelligence,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220363,Embassy,India,Master,Kangwon National University,Korea University,International studies,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220364,Embassy,India,Master,Chonnam National University,Dongseo University,Business administration,Conditionalsuccessful candidate,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220365,Embassy,India,Master,Konyang University,Sogang University,International relations,Conditionalsuccessful candidate,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220366,Embassy,India,Master,Dongguk University,To Be Confirmed,To be confirmed,"Scholarship deffered (6 months), conditionalsuccessful candidate",IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220367,Embassy,India,Master,Konyang University,Hanyang University,Korea and asia business studies mba,Conditionalsuccessful candidate,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220368,Embassy,India,Doctoral,Seokyeong University,Pusan National University,Dept. of korean language and literature(modernkorean literature),,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220369,Embassy,India,Master,Daegu University,Chung-Ang University,Global mba,Conditionalsuccessful candidate,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220370,Embassy,India,Master,Chungnam Univeristy,Postech - Pohang University Ofscience And Technology,Electrical engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220371,Embassy,India,Doctoral,Sunchon National University,Kookmin University,Korean language and literature,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01220372,Embassy,Indonesia,Master,Konyang University,Sungkyunkwan University,Skk gsb full-time mba,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220373,Embassy,Indonesia,Master,Kangwon National University,Chonnam National University,Business administration,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220374,Embassy,Indonesia,Master,Chonnam National University,Yonsei University,Medical sciences,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220375,Embassy,Indonesia,Doctoral,Chejuhalla University,Korea University Of Technology Andeducation (Koreatech),Department of computer engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220376,Embassy,Indonesia,Master,Sunchon National University,Ewha Womans University,International studies,Conditionalsuccessful candidate,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220377,Embassy,Indonesia,Master,Pai Chai University,Gyeongsang National University,Mechanical and aerospace engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220378,Embassy,Indonesia,Master,Kangwon National University,Pusan National University,Dept. of information covergenceengineering(computer engineering),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220379,Embassy,Indonesia,Master,Sunmoon University,Ewha Womans University,Social welfare,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220380,Embassy,Indonesia,Master,Sunmoon University,Hanyang University,Korean studies-korean studies,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220381,Embassy,Indonesia,Master,Daejon University,Korea University,Architecture,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220382,Embassy,Indonesia,Master,Chungnam Univeristy,Chung-Ang University,Global mba,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220383,Embassy,Indonesia,Master,Jeju National University,Hanyang University,Business administration  strategic management,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220384,Embassy,Indonesia,Master,Pai Chai University,Yonsei University,Global studies,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220385,Embassy,Indonesia,Master,Kangwon National University,Sogang University,Life science,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220386,Embassy,Indonesia,Master,Busan University Of Foreignstudies,Jeonbuk National University,Agricultural biology,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220387,Embassy,Indonesia,Master,Sunchon National University,Seoul National University,Business administration(management informationsystems),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220388,Embassy,Indonesia,Doctoral,Keimyung University,Seoul National University,Pharmaceutical sciences,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220389,Embassy,Indonesia,Master,Chonnam National University,Sungkyunkwan University,Skk gsb full-time mba,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220390,Embassy,Indonesia,Master,Dongseo University,Chonnam National University,Food and nutrition,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220391,Embassy,Indonesia,Master,Busan University Of Foreignstudies,Hongik University,Korean language & literature(teaching korean as a foreign language),,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220392,Embassy,Indonesia,Master,Exempt,Ewha Womans University,Communication & media,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01220393,Embassy,Iran,Master,Busan University Of Foreignstudies,Ewha Womans University,Communication & media,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01220394,Embassy,Iran,Master,Chungnam Univeristy,Kyungpook National University,Computer science and engineering,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01220395,Embassy,Iran,Master,Dongguk University,Busan University Of Foreign Studies,Korean language education,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01220396,Embassy,Iran,Master,Dongseo University,Kaist - Korea Advanced Institute Ofscience And Technology,Graduate school of knowledge service engineering,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01220397,Embassy,Iraq,Master,Kangwon National University,Kookmin University,Department of conservation of cultural heritage,,IQ,AS,"(33.0955793, 44.1749775, 0.0)",33.0955793,44.1749775,1,1,0.000838223
CS01220398,Embassy,Israel,Master,Pai Chai University,Korea University,International studies,Conditionalsuccessful candidate,IL,AS,"(30.8124247, 34.8594762, 0.0)",30.8124247,34.8594762,1,3,0.002514669
CS01220399,Embassy,Israel,Master,Seokyeong University,Kaist - Korea Advanced Institute Ofscience And Technology,Physics,Conditionalsuccessful candidate,IL,AS,"(30.8124247, 34.8594762, 0.0)",30.8124247,34.8594762,1,3,0.002514669
CS01220400,Embassy,Israel,Master,Seokyeong University,Kaist - Korea Advanced Institute Ofscience And Technology,Bio and brain engineering,Conditionalsuccessful candidate,IL,AS,"(30.8124247, 34.8594762, 0.0)",30.8124247,34.8594762,1,3,0.002514669
CS01220401,Embassy,Italy,Doctoral,Chungnam Univeristy,Hanyang University,Business administraion - management informationsystem,,IT,EU,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,1,8,0.006705784
CS01220402,Embassy,Italy,Doctoral,Daegu University,Ewha Womans University,International studies,,IT,EU,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,1,8,0.006705784
CS01220403,Embassy,Italy,Doctoral,Seokyeong University,Chonnam National University,Fine arts,Conditionalsuccessful candidate,IT,EU,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,1,8,0.006705784
CS01220404,Embassy,Italy,Master,Exempt,Yonsei University,Korean studies,,IT,EU,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,1,8,0.006705784
CS01220405,Embassy,Italy,Doctoral,Sunchon National University,Pusan National University,Dept. of art culture & image,,IT,EU,"(42.6384261, 12.674297, 0.0)",42.6384261,12.674297,1,8,0.006705784
CS01220406,Embassy,Jamaica,Master,Duksung Women'S University,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),,JM,NA,"(18.1850507, -77.3947693, 0.0)",18.1850507,-77.3947693,1,1,0.000838223
CS01220407,Embassy,Japan,Master,Exempt,Yonsei University,Korean studies,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220408,Embassy,Japan,Master,Exempt,Sogang University,Korean language and literature,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220409,Embassy,Japan,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220410,Embassy,Japan,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220411,Embassy,Japan,Master,Exempt,Hanyang University,Clothing and textiles,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220412,Embassy,Japan,Master,Konyang University,Yonsei University,Artificial intelligence,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220413,Embassy,Japan,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220414,Embassy,Japan,Master,Exempt,Kyung Hee University,Korean language & literature,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220415,Embassy,Japan,Master,Exempt,Ewha Womans University,Korean studies,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220416,Embassy,Japan,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,,JP,AS,"(36.5748441, 139.2394179, 0.0)",36.5748441,139.2394179,1,12,0.010058676
CS01220417,Embassy,Jordan,Master,Kangwon National University,Hankuk University Of Foreign Studies,Korean language and literature,,JO,AS,"(31.1667049, 36.941628, 0.0)",31.1667049,36.941628,1,2,0.001676446
CS01220418,Embassy,Jordan,Doctoral,Konyang University,Chonnam National University,Chemistry,,JO,AS,"(31.1667049, 36.941628, 0.0)",31.1667049,36.941628,1,2,0.001676446
CS01220419,Embassy,Kazakhstan,Master,Sunchon National University,Busan University Of Foreign Studies,Korean studies,Conditionalsuccessful candidate,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220420,Embassy,Kazakhstan,Master,Exempt,Konkuk University,Energy engineering,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220421,Embassy,Kazakhstan,Master,Exempt,Ewha Womans University,Fashion industry,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220422,Embassy,Kazakhstan,Master,Busan University Of Foreignstudies,Korea University,Business administration,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220423,Embassy,Kazakhstan,Master,Chonnam National University,Kyung Hee University,Big data analytics,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220424,Embassy,Kazakhstan,Master,Exempt,Hanyang University,Business administration - marketing,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220425,Embassy,Kazakhstan,Master,Kangwon National University,National Korea Maritime & Oceanuniversity,Maritime law and policy,Conditionalsuccessful candidate,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220426,Embassy,Kazakhstan,Master,Daegu University,Hanyang University,Mass media and scenario contents,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220427,Embassy,Kazakhstan,Master,Exempt,Kyung Hee University,Culture & tourism contents,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220428,Embassy,Kazakhstan,Master,Jeju National University,Yonsei University,Medical sciences,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220429,Embassy,Kazakhstan,Master,Pai Chai University,Kyung Hee University,Chemistry,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01220430,Embassy,Kenya,Master,Busan University Of Foreignstudies,Kdi School Of Public Policy Andmanagement,Master of development policy,,KE,AF,"(1.4419683, 38.4313975, 0.0)",1.4419683,38.4313975,1,7,0.005867561
CS01220431,Embassy,Kenya,Master,Daejon University,Gyeongsang National University,Applied life science(applied life science),,KE,AF,"(1.4419683, 38.4313975, 0.0)",1.4419683,38.4313975,1,7,0.005867561
CS01220432,Embassy,Kenya,Master,Konyang University,Kyungpook National University,Applied biosciences(major in plant biosciences),,KE,AF,"(1.4419683, 38.4313975, 0.0)",1.4419683,38.4313975,1,7,0.005867561
CS01220433,Embassy,Kenya,Master,Kangwon National University,Pusan National University,International & area studies,,KE,AF,"(1.4419683, 38.4313975, 0.0)",1.4419683,38.4313975,1,7,0.005867561
CS01220434,Embassy,Kenya,Master,Kangwon National University,Sungkyunkwan University,Biomedical sciences,,KE,AF,"(1.4419683, 38.4313975, 0.0)",1.4419683,38.4313975,1,7,0.005867561
CS01220435,Embassy,Kyrgyzstan,Master,Chungnam Univeristy,Kookmin University,Political science & international relations,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220436,Embassy,Kyrgyzstan,Master,Exempt,Sogang University,Political science,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220437,Embassy,Kyrgyzstan,Master,Exempt,Busan University Of Foreign Studies,Korean language education,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220438,Embassy,Kyrgyzstan,Master,Exempt,Yonsei University,Political science,Scholarship deffered(6 months),KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220439,Embassy,Kyrgyzstan,Master,Chejuhalla University,Ewha Womans University,Business administration,Conditionalsuccessful candidate,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220440,Embassy,Kyrgyzstan,Master,Chonnam National University,Keimyung University,Teaching korean as a foreign language,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220441,Embassy,Kyrgyzstan,Master,Duksung Women'S University,Pukyong National University,Dept. of business administration,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220442,Embassy,Kyrgyzstan,Master,Exempt,Sungkyunkwan University,Political science,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220443,Embassy,Kyrgyzstan,Master,Jeju National University,Hankuk University Of Foreign Studies,Korean language and literature,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01220444,Embassy,Laos,Master,Chungnam Univeristy,Seoul National University,International studies(international developmentmajor),,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220445,Embassy,Laos,Master,Chonnam National University,Dongguk University,Korean language & literature,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220446,Embassy,Laos,Master,Sunmoon University,Hankuk University Of Foreign Studies,International studies,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220447,Embassy,Laos,Master,Daejon University,Pusan National University,International and areas studies,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220448,Embassy,Laos,Master,Konyang University,Daegu University,Media communication,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220449,Embassy,Laos,Master,Chejuhalla University,Yonsei University,Interior architecture & built environment,Conditionalsuccessful candidate,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220450,Embassy,Laos,Master,Sunchon National University,Korea University,Food and resource economics,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220451,Embassy,Laos,Master,Konyang University,Korea University,Political science and internatioinal relations,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220452,Embassy,Laos,Master,Dongguk University,Dongseo University,Business administration,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
CS01220453,Embassy,Laos,Master,Daegu University,Sogang University,International relations,,LA,AS,"(20.0171109, 103.378253, 0.0)",20.0171109,103.378253,1,16,0.013411567
